item_id,timestamp,device_type,device_id,user_ip,review_title,review_text,review_stars
1103i,2019-12-10 23:18:37,device3,3d,203.0.74.182,review2,awesome,Review does not exist!
709i,2020-01-06 09:18:37,device8,8d,192.0.214.254,review4,,Review does not exist!
721i,2019-12-29 19:14:08,device3,3d,198.20.253.19,,good,3
129i,2020-05-31 21:31:03,device3,3d,192.0.14.149,review9,good,3
210i,2020-05-04 15:06:39,device6,6d,203.0.112.199,review2,good,3
52i,2020-01-29 10:33:06,device15,15d,221.176.14.227,review1,great,5
513i,2020-03-20 11:01:15,device16,16d,203.0.115.131,review4,very bad,1
45i,2020-04-09 21:36:25,device16,16d,198.51.110.77,review10,very good,4
716i,2020-03-27 08:37:53,device20,20d,192.52.199.165,review6,awful,Review does not exist!
247i,2020-03-24 13:15:12,device12,12d,203.1.15.54,review7,,Review does not exist!
450i,2020-01-08 08:28:24,device16,16d,197.112.1.37,review10,great,5
175i,2020-05-25 23:12:14,device12,12d,179.95.13.130,review7,awesome,Review does not exist!
177i,2020-05-04 02:25:58,device3,3d,192.186.176.240,review7,super,Review does not exist!
96i,2019-11-13 18:44:17,device4,4d,198.13.180.134,review10,good,3
391i,2020-01-27 20:36:07,device8,8d,192.0.16.196,,,Review does not exist!
934i,2019-12-27 14:54:02,device8,8d,193.10.182.246,review10,very bad,1
127i,2019-11-23 06:04:44,device19,19d,203.38.106.44,review4,good,3
859i,2020-04-06 01:15:18,device13,13d,100.168.216.137,review5,good,3
461i,2020-05-26 04:20:38,device19,19d,199.244.110.21,review9,awesome,Review does not exist!
673i,2019-12-14 18:01:53,device8,8d,192.30.13.14,review8,bad,2
1169i,2020-03-02 07:08:00,device7,7d,192.88.96.140,review7,super,Review does not exist!
1138i,2019-11-26 01:02:51,device13,13d,206.240.248.172,,good,3
223i,2019-11-26 11:41:59,device2,2d,124.11.77.248,review7,awesome,Review does not exist!
1131i,2020-05-07 11:58:51,device14,14d,198.23.94.46,review6,good,3
323i,2020-01-18 13:49:24,device17,17d,203.0.115.103,review9,very good,4
1142i,2020-03-03 07:57:05,device17,17d,192.175.8.135,review9,super,Review does not exist!
621i,2020-01-17 11:55:49,device17,17d,1.207.115.132,review6,super,Review does not exist!
421i,2019-12-11 18:42:45,device17,17d,192.52.249.17,review7,very bad,1
349i,2019-12-22 04:58:35,device8,8d,171.15.244.90,review8,very good,4
284i,2020-01-22 06:43:04,device6,6d,192.0.5.94,review9,bad,2
608i,2020-03-02 02:08:43,device7,7d,198.39.155.199,review6,,Review does not exist!
1163i,2019-12-20 00:02:26,device4,4d,94.28.64.179,review8,awful,Review does not exist!
972i,2020-04-06 19:07:02,device14,14d,192.31.223.67,review9,awesome,Review does not exist!
563i,2020-01-20 14:08:54,device10,10d,192.31.216.193,review4,bad,2
1070i,2020-06-07 07:07:09,device14,14d,101.184.53.155,review8,very bad,1
140i,2020-04-12 01:04:02,device17,17d,124.30.138.191,review7,very good,4
1249i,2020-04-09 15:29:57,device2,2d,192.175.58.104,review6,very bad,1
269i,2020-04-02 00:41:47,device12,12d,198.17.140.14,review6,great,5
557i,2020-01-27 01:25:55,device20,20d,203.0.99.167,review6,great,5
247i,2019-11-30 02:22:42,device16,16d,96.252.124.82,review6,super,Review does not exist!
1055i,2019-11-17 04:57:53,device4,4d,192.90.174.15,,super,Review does not exist!
210i,2020-01-11 14:50:05,device1,1d,198.51.97.30,review2,awesome,Review does not exist!
342i,2020-04-30 14:14:58,device15,15d,192.5.88.64,review5,good,3
381i,2019-12-20 06:35:24,device8,8d,125.86.253.149,review7,super,Review does not exist!
1055i,2020-03-28 05:18:58,device3,3d,192.52.195.34,review10,awesome,Review does not exist!
928i,2020-04-16 14:15:18,device19,19d,198.41.124.250,review5,awesome,Review does not exist!
712i,2020-03-23 15:31:51,device20,20d,192.0.5.138,review2,great,5
471i,2020-04-27 16:33:46,device8,8d,203.0.90.183,review4,very bad,1
15i,2019-11-27 06:57:31,device17,17d,192.31.230.155,review2,awful,Review does not exist!
315i,2020-06-08 13:06:37,device15,15d,192.88.96.198,review4,good,3
155i,2020-03-31 12:34:01,device7,7d,168.240.154.253,review4,great,5
449i,2020-03-02 16:04:30,device14,14d,198.20.211.38,review6,very good,4
332i,2020-05-15 17:44:33,device11,11d,198.48.150.216,review7,very good,4
67i,2020-05-29 14:48:24,device3,3d,192.58.190.79,review5,great,5
437i,2020-04-28 07:15:17,device12,12d,206.108.132.89,,super,Review does not exist!
399i,2020-01-29 01:23:09,device20,20d,203.0.16.114,review4,super,Review does not exist!
734i,2020-05-10 03:57:03,device14,14d,192.90.189.137,review1,super,Review does not exist!
100i,2020-05-05 04:59:11,device18,18d,100.169.124.5,review8,great,5
1274i,2019-12-09 04:38:10,device11,11d,86.119.70.158,review5,good,3
278i,2020-04-15 10:20:24,device4,4d,192.0.24.163,review9,very good,4
510i,2020-05-29 12:41:56,device7,7d,192.52.144.150,review7,awesome,Review does not exist!
253i,2020-05-27 17:44:33,device20,20d,192.13.241.27,review9,,Review does not exist!
490i,2019-12-08 13:02:29,device12,12d,192.31.164.11,review5,great,5
1013i,2020-03-15 15:38:38,device18,18d,192.54.228.125,review4,awful,Review does not exist!
1064i,2020-03-28 15:16:59,device15,15d,192.88.124.140,review1,bad,2
855i,2020-04-29 01:31:22,device7,7d,169.253.52.210,review6,awful,Review does not exist!
560i,2020-03-31 10:23:28,device15,15d,192.31.207.231,review7,super,Review does not exist!
1136i,2020-03-09 22:42:55,device16,16d,203.0.77.230,review1,very bad,1
661i,2019-12-12 12:01:45,device8,8d,192.28.71.201,review2,good,3
453i,2020-03-12 04:36:16,device13,13d,3.253.27.111,review8,great,5
448i,2020-03-15 17:01:27,device11,11d,192.175.57.65,review8,super,Review does not exist!
595i,2020-03-29 17:59:10,device11,11d,192.88.103.62,review6,awful,Review does not exist!
311i,2020-04-07 10:44:01,device14,14d,192.52.202.118,,,Review does not exist!
87i,2020-05-20 00:14:58,device7,7d,194.15.134.32,review8,very good,4
12i,2020-03-29 05:09:39,device9,9d,192.52.102.150,review4,awesome,Review does not exist!
880i,2019-12-14 04:26:36,device11,11d,100.157.148.93,,bad,2
272i,2019-12-08 14:00:22,device3,3d,192.31.192.190,review2,great,5
685i,2019-12-15 23:19:23,device15,15d,15.26.107.131,review2,awesome,Review does not exist!
662i,2020-04-18 19:17:31,device8,8d,192.31.215.47,,awful,Review does not exist!
1171i,2020-02-02 17:35:57,device10,10d,192.172.47.158,review7,awesome,Review does not exist!
468i,2020-05-01 13:26:49,device18,18d,192.175.85.36,review9,awesome,Review does not exist!
474i,2019-12-11 19:57:59,device2,2d,203.4.56.62,review2,great,5
1279i,2020-06-09 11:21:33,device8,8d,203.11.149.250,review2,very good,4
12i,2019-12-08 09:41:14,device19,19d,169.255.33.31,review6,very bad,1
267i,2020-01-21 01:53:15,device1,1d,203.26.238.193,review8,great,5
1063i,2020-04-06 15:38:56,device12,12d,208.86.170.18,review4,great,5
106i,2020-02-20 23:48:10,device14,14d,203.1.246.132,review1,very bad,1
1095i,2020-05-28 16:20:00,device7,7d,192.30.33.73,review3,awful,Review does not exist!
57i,2020-06-06 17:15:15,device16,16d,153.65.156.16,review1,awesome,Review does not exist!
669i,2020-03-03 04:00:39,device15,15d,192.175.50.200,review3,great,5
1277i,2020-02-18 13:46:21,device16,16d,203.30.255.129,review2,,Review does not exist!
591i,2020-05-16 05:52:58,device15,15d,192.52.202.186,review6,very bad,1
1263i,2020-06-02 20:24:41,device15,15d,192.175.36.95,review2,bad,2
988i,2019-12-21 20:10:26,device1,1d,203.0.119.140,review1,awful,Review does not exist!
1175i,2020-03-30 22:38:47,device11,11d,192.31.204.149,review3,good,3
771i,2020-02-11 17:09:15,device12,12d,198.51.21.74,review4,awful,Review does not exist!
890i,2020-02-15 13:03:00,device15,15d,192.0.3.196,,very good,4
1180i,2019-11-18 09:23:21,device8,8d,192.20.38.170,review10,very good,4
895i,2020-05-22 20:06:22,device8,8d,115.80.235.180,review8,great,5
602i,2020-05-26 21:18:02,device19,19d,192.93.60.90,review1,bad,2
1181i,2020-06-04 07:20:32,device17,17d,203.0.112.100,review1,super,Review does not exist!
272i,2020-02-10 05:09:30,device17,17d,100.6.167.175,review7,super,Review does not exist!
121i,2019-12-28 14:39:24,device5,5d,192.52.194.183,review8,bad,2
370i,2019-12-14 03:47:04,device19,19d,200.53.34.10,review7,good,3
642i,2020-04-06 09:59:22,device18,18d,203.30.155.162,review8,bad,2
278i,2020-02-28 19:27:34,device16,16d,192.52.194.171,,super,Review does not exist!
1275i,2020-06-06 00:37:54,device20,20d,116.235.83.236,review10,super,Review does not exist!
398i,2020-01-14 09:50:03,device6,6d,192.53.169.203,review5,awesome,Review does not exist!
469i,2019-11-24 09:27:25,device7,7d,198.51.159.11,review6,very good,4
356i,2020-01-30 01:35:17,device1,1d,198.49.76.148,review6,awful,Review does not exist!
665i,2020-05-20 08:37:56,device2,2d,172.107.163.247,review9,super,Review does not exist!
528i,2020-01-29 09:56:35,device11,11d,198.51.52.167,review10,very good,4
305i,2020-03-20 09:56:46,device4,4d,192.49.14.139,,awesome,Review does not exist!
1290i,2019-11-30 00:54:26,device6,6d,192.7.248.79,review9,awesome,Review does not exist!
253i,2019-12-20 03:47:07,device3,3d,8.111.97.129,review7,great,5
387i,2019-11-24 11:40:46,device18,18d,192.0.3.173,review7,very good,4
109i,2020-02-05 17:58:58,device15,15d,8.131.187.153,review3,great,5
1040i,2020-01-12 22:59:32,device1,1d,192.175.53.110,review9,,Review does not exist!
76i,2019-12-22 02:45:00,device10,10d,192.52.196.249,review10,,Review does not exist!
495i,2020-01-24 05:57:41,device10,10d,203.0.123.64,review6,bad,2
278i,2019-12-27 17:17:24,device1,1d,192.52.58.132,review7,,Review does not exist!
1187i,2020-02-27 03:14:39,device14,14d,203.79.47.114,review2,very bad,1
547i,2020-05-27 11:23:38,device20,20d,192.31.106.69,review4,awesome,Review does not exist!
